"","Subject","Activity","Measurements","Mean"
"10882",14,"WALKING","fBodyBodyAccJerkMag-mean()",-0.43749557
"10883",14,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-mean()",0.16975452
"10884",14,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-mean()",-0.291236555
"10885",15,"LAYING","fBodyBodyAccJerkMag-mean()",-0.98911009
"10886",15,"SITTING","fBodyBodyAccJerkMag-mean()",-0.99025213
"10887",15,"STANDING","fBodyBodyAccJerkMag-mean()",-0.98828201
"10888",15,"WALKING","fBodyBodyAccJerkMag-mean()",-0.27835324
"10889",15,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-mean()",0.12774846
"10890",15,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-mean()",-0.267996435
"10891",16,"LAYING","fBodyBodyAccJerkMag-mean()",-0.99214618
"10892",16,"SITTING","fBodyBodyAccJerkMag-mean()",-0.99137343
"10893",16,"STANDING","fBodyBodyAccJerkMag-mean()",-0.992080195
"10894",16,"WALKING","fBodyBodyAccJerkMag-mean()",-0.374764
"10895",16,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-mean()",-0.09095699
"10896",16,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-mean()",-0.47202777
"10897",17,"LAYING","fBodyBodyAccJerkMag-mean()",-0.99198569
"10898",17,"SITTING","fBodyBodyAccJerkMag-mean()",-0.995137605
"10899",17,"STANDING","fBodyBodyAccJerkMag-mean()",-0.994508305
"10900",17,"WALKING","fBodyBodyAccJerkMag-mean()",-0.33255295
"10901",17,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-mean()",-0.2130898
"10902",17,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-mean()",-0.35159737
"10903",18,"LAYING","fBodyBodyAccJerkMag-mean()",-0.99136783
"10904",18,"SITTING","fBodyBodyAccJerkMag-mean()",-0.99266815
"10905",18,"STANDING","fBodyBodyAccJerkMag-mean()",-0.9891806
"10906",18,"WALKING","fBodyBodyAccJerkMag-mean()",-0.41411789
"10907",18,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-mean()",-0.39707973
"10908",18,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-mean()",-0.57548785
"10909",19,"LAYING","fBodyBodyAccJerkMag-mean()",-0.98433729
"10910",19,"SITTING","fBodyBodyAccJerkMag-mean()",-0.98713314
"10911",19,"STANDING","fBodyBodyAccJerkMag-mean()",-0.99039931
"10912",19,"WALKING","fBodyBodyAccJerkMag-mean()",0.0465472975
"10913",19,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-mean()",0.58787898
"10914",19,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-mean()",-0.19028596
"10915",20,"LAYING","fBodyBodyAccJerkMag-mean()",-0.98966271
"10916",20,"SITTING","fBodyBodyAccJerkMag-mean()",-0.98640046
"10917",20,"STANDING","fBodyBodyAccJerkMag-mean()",-0.96229016
"10918",20,"WALKING","fBodyBodyAccJerkMag-mean()",0.033977601
"10919",20,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-mean()",-0.02578559
"10920",20,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-mean()",-0.22612011
"10921",21,"LAYING","fBodyBodyAccJerkMag-mean()",-0.99194395
"10922",21,"SITTING","fBodyBodyAccJerkMag-mean()",-0.98970681
"10923",21,"STANDING","fBodyBodyAccJerkMag-mean()",-0.98687756
"10924",21,"WALKING","fBodyBodyAccJerkMag-mean()",-0.148184105
"10925",21,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-mean()",0.1185295
"10926",21,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-mean()",-0.38583409
"10927",22,"LAYING","fBodyBodyAccJerkMag-mean()",-0.989168765
"10928",22,"SITTING","fBodyBodyAccJerkMag-mean()",-0.99035904
"10929",22,"STANDING","fBodyBodyAccJerkMag-mean()",-0.98318352
"10930",22,"WALKING","fBodyBodyAccJerkMag-mean()",0.0704942245
"10931",22,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-mean()",0.0348446495
"10932",22,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-mean()",-0.0703256155
"10933",23,"LAYING","fBodyBodyAccJerkMag-mean()",-0.98941207
"10934",23,"SITTING","fBodyBodyAccJerkMag-mean()",-0.985525185
"10935",23,"STANDING","fBodyBodyAccJerkMag-mean()",-0.984345165
"10936",23,"WALKING","fBodyBodyAccJerkMag-mean()",-0.035685244
"10937",23,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-mean()",0.350607915
"10938",23,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-mean()",-0.31023821
"10939",24,"LAYING","fBodyBodyAccJerkMag-mean()",-0.988996665
"10940",24,"SITTING","fBodyBodyAccJerkMag-mean()",-0.986373865
"10941",24,"STANDING","fBodyBodyAccJerkMag-mean()",-0.98564325
"10942",24,"WALKING","fBodyBodyAccJerkMag-mean()",-0.428110795
"10943",24,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-mean()",-0.21063774
"10944",24,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-mean()",-0.43834285
"10945",25,"LAYING","fBodyBodyAccJerkMag-mean()",-0.96618435
"10946",25,"SITTING","fBodyBodyAccJerkMag-mean()",-0.99156226
"10947",25,"STANDING","fBodyBodyAccJerkMag-mean()",-0.989630845
"10948",25,"WALKING","fBodyBodyAccJerkMag-mean()",-0.56909708
"10949",25,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-mean()",-0.477095715
"10950",25,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-mean()",-0.6496045
"10951",26,"LAYING","fBodyBodyAccJerkMag-mean()",-0.993151665
"10952",26,"SITTING","fBodyBodyAccJerkMag-mean()",-0.993523215
"10953",26,"STANDING","fBodyBodyAccJerkMag-mean()",-0.990814955
"10954",26,"WALKING","fBodyBodyAccJerkMag-mean()",-0.31457957
"10955",26,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-mean()",-0.15119486
"10956",26,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-mean()",-0.31049029
"10957",27,"LAYING","fBodyBodyAccJerkMag-mean()",-0.991639205
"10958",27,"SITTING","fBodyBodyAccJerkMag-mean()",-0.992671115
"10959",27,"STANDING","fBodyBodyAccJerkMag-mean()",-0.992404615
"10960",27,"WALKING","fBodyBodyAccJerkMag-mean()",-0.26201383
"10961",27,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-mean()",-0.0038805397
"10962",27,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-mean()",-0.45747362
"10963",28,"LAYING","fBodyBodyAccJerkMag-mean()",-0.988609935
"10964",28,"SITTING","fBodyBodyAccJerkMag-mean()",-0.978730315
"10965",28,"STANDING","fBodyBodyAccJerkMag-mean()",-0.9685734
"10966",28,"WALKING","fBodyBodyAccJerkMag-mean()",-0.36766885
"10967",28,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-mean()",-0.035681987
"10968",28,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-mean()",-0.31259473
"10969",29,"LAYING","fBodyBodyAccJerkMag-mean()",-0.99461418
"10970",29,"SITTING","fBodyBodyAccJerkMag-mean()",-0.99248539
"10971",29,"STANDING","fBodyBodyAccJerkMag-mean()",-0.991821
"10972",29,"WALKING","fBodyBodyAccJerkMag-mean()",-0.11368338
"10973",29,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-mean()",0.000918771065
"10974",29,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-mean()",-0.24515537
"10975",30,"LAYING","fBodyBodyAccJerkMag-mean()",-0.984005555
"10976",30,"SITTING","fBodyBodyAccJerkMag-mean()",-0.99167901
"10977",30,"STANDING","fBodyBodyAccJerkMag-mean()",-0.97502331
"10978",30,"WALKING","fBodyBodyAccJerkMag-mean()",-0.36744288
"10979",30,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-mean()",-0.150987385
"10980",30,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-mean()",-0.57395775
"10981",1,"LAYING","fBodyBodyAccJerkMag-std()",-0.99228822
"10982",1,"SITTING","fBodyBodyAccJerkMag-std()",-0.99345086
"10983",1,"STANDING","fBodyBodyAccJerkMag-std()",-0.99419966
"10984",1,"WALKING","fBodyBodyAccJerkMag-std()",-0.10569655
"10985",1,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-std()",-0.10038422
"10986",1,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.5320112
"10987",2,"LAYING","fBodyBodyAccJerkMag-std()",-0.99271438
"10988",2,"SITTING","fBodyBodyAccJerkMag-std()",-0.991184975
"10989",2,"STANDING","fBodyBodyAccJerkMag-std()",-0.989915995
"10990",2,"WALKING","fBodyBodyAccJerkMag-std()",-0.18479748
"10991",2,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-std()",0.21743532
"10992",2,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.27230421
"10993",3,"LAYING","fBodyBodyAccJerkMag-std()",-0.986833555
"10994",3,"SITTING","fBodyBodyAccJerkMag-std()",-0.98486191
"10995",3,"STANDING","fBodyBodyAccJerkMag-std()",-0.97286363
"10996",3,"WALKING","fBodyBodyAccJerkMag-std()",-0.0799284305
"10997",3,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-std()",-0.18330777
"10998",3,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.49878221
"10999",4,"LAYING","fBodyBodyAccJerkMag-std()",-0.99135626
"11000",4,"SITTING","fBodyBodyAccJerkMag-std()",-0.97659617
"11001",4,"STANDING","fBodyBodyAccJerkMag-std()",-0.970812055
"11002",4,"WALKING","fBodyBodyAccJerkMag-std()",-0.322890705
"11003",4,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-std()",-0.2518402
"11004",4,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.520845835
"11005",5,"LAYING","fBodyBodyAccJerkMag-std()",-0.98575551
"11006",5,"SITTING","fBodyBodyAccJerkMag-std()",-0.98390977
"11007",5,"STANDING","fBodyBodyAccJerkMag-std()",-0.95024716
"11008",5,"WALKING","fBodyBodyAccJerkMag-std()",-0.295438735
"11009",5,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-std()",-0.099302926
"11010",5,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.38646506
"11011",6,"LAYING","fBodyBodyAccJerkMag-std()",-0.97267913
"11012",6,"SITTING","fBodyBodyAccJerkMag-std()",-0.9683259
"11013",6,"STANDING","fBodyBodyAccJerkMag-std()",-0.97712976
"11014",6,"WALKING","fBodyBodyAccJerkMag-std()",-0.077364805
"11015",6,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-std()",0.147035755
"11016",6,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.19114143
"11017",7,"LAYING","fBodyBodyAccJerkMag-std()",-0.98858568
"11018",7,"SITTING","fBodyBodyAccJerkMag-std()",-0.986877865
"11019",7,"STANDING","fBodyBodyAccJerkMag-std()",-0.98241044
"11020",7,"WALKING","fBodyBodyAccJerkMag-std()",-0.053307854
"11021",7,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-std()",0.084694621
"11022",7,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.49524845
"11023",8,"LAYING","fBodyBodyAccJerkMag-std()",-0.99344901
"11024",8,"SITTING","fBodyBodyAccJerkMag-std()",-0.99136318
"11025",8,"STANDING","fBodyBodyAccJerkMag-std()",-0.99077756
"11026",8,"WALKING","fBodyBodyAccJerkMag-std()",-0.288507475
"11027",8,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-std()",0.0922637395
"11028",8,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.42115636
"11029",9,"LAYING","fBodyBodyAccJerkMag-std()",-0.971010315
"11030",9,"SITTING","fBodyBodyAccJerkMag-std()",-0.96532848
"11031",9,"STANDING","fBodyBodyAccJerkMag-std()",-0.97965188
"11032",9,"WALKING","fBodyBodyAccJerkMag-std()",-0.33894854
"11033",9,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-std()",0.104973925
"11034",9,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.47540791
"11035",10,"LAYING","fBodyBodyAccJerkMag-std()",-0.98727876
"11036",10,"SITTING","fBodyBodyAccJerkMag-std()",-0.99419914
"11037",10,"STANDING","fBodyBodyAccJerkMag-std()",-0.97907143
"11038",10,"WALKING","fBodyBodyAccJerkMag-std()",0.063995901
"11039",10,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-std()",0.0323403815
"11040",10,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.34361183
"11041",11,"LAYING","fBodyBodyAccJerkMag-std()",-0.99329415
"11042",11,"SITTING","fBodyBodyAccJerkMag-std()",-0.98657864
"11043",11,"STANDING","fBodyBodyAccJerkMag-std()",-0.9921354
"11044",11,"WALKING","fBodyBodyAccJerkMag-std()",-0.40371647
"11045",11,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-std()",-0.180015305
"11046",11,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.52202973
"11047",12,"LAYING","fBodyBodyAccJerkMag-std()",-0.97625088
"11048",12,"SITTING","fBodyBodyAccJerkMag-std()",-0.98220494
"11049",12,"STANDING","fBodyBodyAccJerkMag-std()",-0.98002449
"11050",12,"WALKING","fBodyBodyAccJerkMag-std()",-0.0686447055
"11051",12,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-std()",0.029501989
"11052",12,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.35829615
"11053",13,"LAYING","fBodyBodyAccJerkMag-std()",-0.990029115
"11054",13,"SITTING","fBodyBodyAccJerkMag-std()",-0.99229845
"11055",13,"STANDING","fBodyBodyAccJerkMag-std()",-0.99274465
"11056",13,"WALKING","fBodyBodyAccJerkMag-std()",-0.11748694
"11057",13,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-std()",-0.06172324
"11058",13,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.49562591
"11059",14,"LAYING","fBodyBodyAccJerkMag-std()",-0.9902182
"11060",14,"SITTING","fBodyBodyAccJerkMag-std()",-0.983408975
"11061",14,"STANDING","fBodyBodyAccJerkMag-std()",-0.98685643
"11062",14,"WALKING","fBodyBodyAccJerkMag-std()",-0.45415856
"11063",14,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-std()",0.18825491
"11064",14,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.42473812
"11065",15,"LAYING","fBodyBodyAccJerkMag-std()",-0.990453185
"11066",15,"SITTING","fBodyBodyAccJerkMag-std()",-0.99035919
"11067",15,"STANDING","fBodyBodyAccJerkMag-std()",-0.98877865
"11068",15,"WALKING","fBodyBodyAccJerkMag-std()",-0.343176665
"11069",15,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-std()",0.1606603
"11070",15,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.41081204
"11071",16,"LAYING","fBodyBodyAccJerkMag-std()",-0.9924837
"11072",16,"SITTING","fBodyBodyAccJerkMag-std()",-0.99211465
"11073",16,"STANDING","fBodyBodyAccJerkMag-std()",-0.99214482
"11074",16,"WALKING","fBodyBodyAccJerkMag-std()",-0.43992035
"11075",16,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-std()",-0.079824303
"11076",16,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.52566499
"11077",17,"LAYING","fBodyBodyAccJerkMag-std()",-0.99284305
"11078",17,"SITTING","fBodyBodyAccJerkMag-std()",-0.994755615
"11079",17,"STANDING","fBodyBodyAccJerkMag-std()",-0.994946245
"11080",17,"WALKING","fBodyBodyAccJerkMag-std()",-0.2001375
"11081",17,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-std()",-0.290963915
"11082",17,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.443091765
"11083",18,"LAYING","fBodyBodyAccJerkMag-std()",-0.99224336
"11084",18,"SITTING","fBodyBodyAccJerkMag-std()",-0.99341759
"11085",18,"STANDING","fBodyBodyAccJerkMag-std()",-0.99044834
"11086",18,"WALKING","fBodyBodyAccJerkMag-std()",-0.442134465
"11087",18,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-std()",-0.4032747
"11088",18,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.58860408
"11089",19,"LAYING","fBodyBodyAccJerkMag-std()",-0.98546568
"11090",19,"SITTING","fBodyBodyAccJerkMag-std()",-0.98799176
"11091",19,"STANDING","fBodyBodyAccJerkMag-std()",-0.99011202
"11092",19,"WALKING","fBodyBodyAccJerkMag-std()",-0.0400672565
"11093",19,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-std()",0.29393868
"11094",19,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.43597357
"11095",20,"LAYING","fBodyBodyAccJerkMag-std()",-0.989860925
"11096",20,"SITTING","fBodyBodyAccJerkMag-std()",-0.98729955
"11097",20,"STANDING","fBodyBodyAccJerkMag-std()",-0.96013205
"11098",20,"WALKING","fBodyBodyAccJerkMag-std()",-0.015318916
"11099",20,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-std()",0.060487284
"11100",20,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.28931871
"11101",21,"LAYING","fBodyBodyAccJerkMag-std()",-0.992191315
"11102",21,"SITTING","fBodyBodyAccJerkMag-std()",-0.9906291
"11103",21,"STANDING","fBodyBodyAccJerkMag-std()",-0.98869354
"11104",21,"WALKING","fBodyBodyAccJerkMag-std()",-0.0321443905
"11105",21,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-std()",0.079208612
"11106",21,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.50563769
"11107",22,"LAYING","fBodyBodyAccJerkMag-std()",-0.99116797
"11108",22,"SITTING","fBodyBodyAccJerkMag-std()",-0.98962197
"11109",22,"STANDING","fBodyBodyAccJerkMag-std()",-0.97931096
"11110",22,"WALKING","fBodyBodyAccJerkMag-std()",0.143962195
"11111",22,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-std()",-0.112876295
"11112",22,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.16296621
"11113",23,"LAYING","fBodyBodyAccJerkMag-std()",-0.99038324
"11114",23,"SITTING","fBodyBodyAccJerkMag-std()",-0.98674705
"11115",23,"STANDING","fBodyBodyAccJerkMag-std()",-0.985799515
"11116",23,"WALKING","fBodyBodyAccJerkMag-std()",-0.050503189
"11117",23,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-std()",0.20215791
"11118",23,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.47855167
"11119",24,"LAYING","fBodyBodyAccJerkMag-std()",-0.99097013
"11120",24,"SITTING","fBodyBodyAccJerkMag-std()",-0.989468635
"11121",24,"STANDING","fBodyBodyAccJerkMag-std()",-0.98693345
"11122",24,"WALKING","fBodyBodyAccJerkMag-std()",-0.41090823
"11123",24,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-std()",-0.087761405
"11124",24,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.45336509
"11125",25,"LAYING","fBodyBodyAccJerkMag-std()",-0.97282548
"11126",25,"SITTING","fBodyBodyAccJerkMag-std()",-0.99183309
"11127",25,"STANDING","fBodyBodyAccJerkMag-std()",-0.991559935
"11128",25,"WALKING","fBodyBodyAccJerkMag-std()",-0.52182888
"11129",25,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-std()",-0.48277028
"11130",25,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.70754887
"11131",26,"LAYING","fBodyBodyAccJerkMag-std()",-0.993032835
"11132",26,"SITTING","fBodyBodyAccJerkMag-std()",-0.99297881
"11133",26,"STANDING","fBodyBodyAccJerkMag-std()",-0.991945845
"11134",26,"WALKING","fBodyBodyAccJerkMag-std()",-0.26554457
"11135",26,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-std()",-0.075664939
"11136",26,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.41885438
"11137",27,"LAYING","fBodyBodyAccJerkMag-std()",-0.99269082
"11138",27,"SITTING","fBodyBodyAccJerkMag-std()",-0.992932415
"11139",27,"STANDING","fBodyBodyAccJerkMag-std()",-0.993153995
"11140",27,"WALKING","fBodyBodyAccJerkMag-std()",-0.27023217
"11141",27,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-std()",-0.126925375
"11142",27,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.46990674
"11143",28,"LAYING","fBodyBodyAccJerkMag-std()",-0.98953753
"11144",28,"SITTING","fBodyBodyAccJerkMag-std()",-0.97964953
"11145",28,"STANDING","fBodyBodyAccJerkMag-std()",-0.96695852
"11146",28,"WALKING","fBodyBodyAccJerkMag-std()",-0.43684354
"11147",28,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-std()",-0.092824602
"11148",28,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.38545626
"11149",29,"LAYING","fBodyBodyAccJerkMag-std()",-0.99518342
"11150",29,"SITTING","fBodyBodyAccJerkMag-std()",-0.99279458
"11151",29,"STANDING","fBodyBodyAccJerkMag-std()",-0.99267469
"11152",29,"WALKING","fBodyBodyAccJerkMag-std()",-0.17533087
"11153",29,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-std()",-0.0876845895
"11154",29,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.2734537
"11155",30,"LAYING","fBodyBodyAccJerkMag-std()",-0.98541679
"11156",30,"SITTING","fBodyBodyAccJerkMag-std()",-0.994287355
"11157",30,"STANDING","fBodyBodyAccJerkMag-std()",-0.97555194
"11158",30,"WALKING","fBodyBodyAccJerkMag-std()",-0.37919423
"11159",30,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-std()",-0.14210621
"11160",30,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.61703835
"11161",1,"LAYING","fBodyBodyGyroMag-mean()",-0.97486601
"11162",1,"SITTING","fBodyBodyGyroMag-mean()",-0.99216261
"11163",1,"STANDING","fBodyBodyGyroMag-mean()",-0.99162928
"11164",1,"WALKING","fBodyBodyGyroMag-mean()",-0.21629882
"11165",1,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag-mean()",-0.18616832
"11166",1,"WALKING_UPSTAIRS","fBodyBodyGyroMag-mean()",-0.3398615
"11167",2,"LAYING","fBodyBodyGyroMag-mean()",-0.990627655
"11168",2,"SITTING","fBodyBodyGyroMag-mean()",-0.983181875
"11169",2,"STANDING","fBodyBodyGyroMag-mean()",-0.98251499
"11170",2,"WALKING","fBodyBodyGyroMag-mean()",-0.55686219
"11171",2,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag-mean()",-0.32514935
"11172",2,"WALKING_UPSTAIRS","fBodyBodyGyroMag-mean()",-0.45782649
"11173",3,"LAYING","fBodyBodyGyroMag-mean()",-0.981299055
"11174",3,"SITTING","fBodyBodyGyroMag-mean()",-0.97666249
"11175",3,"STANDING","fBodyBodyGyroMag-mean()",-0.926054
"11176",3,"WALKING","fBodyBodyGyroMag-mean()",-0.577782345
"11177",3,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag-mean()",-0.37114945
"11178",3,"WALKING_UPSTAIRS","fBodyBodyGyroMag-mean()",-0.53447983
"11179",4,"LAYING","fBodyBodyGyroMag-mean()",-0.98559513
"11180",4,"SITTING","fBodyBodyGyroMag-mean()",-0.96841838
"11181",4,"STANDING","fBodyBodyGyroMag-mean()",-0.95035212
"11182",4,"WALKING","fBodyBodyGyroMag-mean()",-0.623317175
"11183",4,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag-mean()",-0.43398934
"11184",4,"WALKING_UPSTAIRS","fBodyBodyGyroMag-mean()",-0.58570965
"11185",5,"LAYING","fBodyBodyGyroMag-mean()",-0.98548273
"11186",5,"SITTING","fBodyBodyGyroMag-mean()",-0.972168455
"11187",5,"STANDING","fBodyBodyGyroMag-mean()",-0.933649555
"11188",5,"WALKING","fBodyBodyGyroMag-mean()",-0.482855035
"11189",5,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag-mean()",-0.36261018
"11190",5,"WALKING_UPSTAIRS","fBodyBodyGyroMag-mean()",-0.3969797
"11191",6,"LAYING","fBodyBodyGyroMag-mean()",-0.96226117
"11192",6,"SITTING","fBodyBodyGyroMag-mean()",-0.95715507
"11193",6,"STANDING","fBodyBodyGyroMag-mean()",-0.96111203
"11194",6,"WALKING","fBodyBodyGyroMag-mean()",-0.38624169
"11195",6,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag-mean()",-0.0458920696
"11196",6,"WALKING_UPSTAIRS","fBodyBodyGyroMag-mean()",-0.24782375
"11197",7,"LAYING","fBodyBodyGyroMag-mean()",-0.9712215
"11198",7,"SITTING","fBodyBodyGyroMag-mean()",-0.97814172
"11199",7,"STANDING","fBodyBodyGyroMag-mean()",-0.96967751
"11200",7,"WALKING","fBodyBodyGyroMag-mean()",-0.18973194
"11201",7,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag-mean()",-0.22167475
"11202",7,"WALKING_UPSTAIRS","fBodyBodyGyroMag-mean()",-0.55725493
"11203",8,"LAYING","fBodyBodyGyroMag-mean()",-0.977713435
"11204",8,"SITTING","fBodyBodyGyroMag-mean()",-0.98906923
"11205",8,"STANDING","fBodyBodyGyroMag-mean()",-0.98708819
"11206",8,"WALKING","fBodyBodyGyroMag-mean()",-0.299478955
"11207",8,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag-mean()",0.0152122557
"11208",8,"WALKING_UPSTAIRS","fBodyBodyGyroMag-mean()",-0.24064443
"11209",9,"LAYING","fBodyBodyGyroMag-mean()",-0.92886235
"11210",9,"SITTING","fBodyBodyGyroMag-mean()",-0.961780725
"11211",9,"STANDING","fBodyBodyGyroMag-mean()",-0.96187422
"11212",9,"WALKING","fBodyBodyGyroMag-mean()",-0.52309128
"11213",9,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag-mean()",-0.343546955
"11214",9,"WALKING_UPSTAIRS","fBodyBodyGyroMag-mean()",-0.53882248
"11215",10,"LAYING","fBodyBodyGyroMag-mean()",-0.96911506
"11216",10,"SITTING","fBodyBodyGyroMag-mean()",-0.99468716
"11217",10,"STANDING","fBodyBodyGyroMag-mean()",-0.96144056
"11218",10,"WALKING","fBodyBodyGyroMag-mean()",-0.42263762
"11219",10,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag-mean()",-0.312807275
"11220",10,"WALKING_UPSTAIRS","fBodyBodyGyroMag-mean()",-0.2741521
"11221",11,"LAYING","fBodyBodyGyroMag-mean()",-0.99050618
"11222",11,"SITTING","fBodyBodyGyroMag-mean()",-0.97819396
"11223",11,"STANDING","fBodyBodyGyroMag-mean()",-0.98910888
"11224",11,"WALKING","fBodyBodyGyroMag-mean()",-0.60908397
"11225",11,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag-mean()",-0.466739755
"11226",11,"WALKING_UPSTAIRS","fBodyBodyGyroMag-mean()",-0.552749005
"11227",12,"LAYING","fBodyBodyGyroMag-mean()",-0.96619082
